b4,728, 1120, 96, 600,4000,78, 189, 62,176, 255, 156
b6,1392, 1708, 264, 636,4000,63, 167, 71,182, 255, 158
g2,980, 1328, 920, 1108,1500,87, 198, 114,126, 255, 243
b7,1292, 1736, 692, 984,3500,80, 214, 94,120, 255, 138
b5,744, 1068, 688, 1100,3900,93, 221, 151,132, 255, 183
g1,1040, 1312, 0, 404,1650,101, 231, 128,121, 255, 197
