b1,452, 712, 348, 636,3200,73, 204, 63,144, 255, 123
b3,924, 1192, 236, 484,3600,79, 189, 67,142, 255, 131
b5,1284, 1684, 432, 860,3800,75, 198, 86,146, 255, 161
b4,908, 1240, 696, 1068,3600,120, 253, 118,120, 255, 163
b2,432, 704, 660, 904,3500,109, 250, 93,121, 255, 124
