b5,1228, 1700, 412, 876,3500,79, 170, 86,157, 255, 172
b1,400, 724, 292, 608,3150,115, 245, 94,121, 255, 130
b2,412, 736, 648, 964,3450,110, 245, 94,121, 255, 134
b3,892, 1216, 176, 492,3250,114, 240, 108,121, 255, 138
b4,896, 1220, 764, 1080,3700,119, 251, 118,120, 255, 166
