b1,1359, 1488, 621, 732
b2,1341, 1482, 369, 495
b3,1008, 1146, 723, 822
b4,999, 1146, 321, 429
b5,747, 894, 528, 630
b6,495, 648, 717, 831
b7,498, 606, 348, 450
b8,255, 372, 705, 789
b9,249, 369, 399, 501
g1,294, 411, 789, 870
g2,288, 402, 327, 402
