b6,740, 1064, 52, 368,3350,114, 240, 110,121, 255, 134
b7,740, 1084, 736, 1052,3800,102, 248, 142,120, 255, 176
b8,1308, 1620, 124, 440,3700,105, 245, 99,121, 255, 134
b9,1336, 1648, 600, 916,3500,115, 245, 117,120, 255, 144
g1,1140, 1396, 44, 196,1550,115, 251, 110,120, 255, 153
g2,1168, 1424, 856, 1008,1100,117, 240, 132,123, 255, 178
