b1,1410, 1548, 717, 828
b2,1395, 1533, 393, 504
b3,747, 885, 579, 690
b4,549, 687, 768, 879
b5,522, 660, 405, 516
g2,375, 513, 378, 483
g1,402, 540, 822, 927
b6,249, 342, 738, 846
b7,210, 327, 471, 567
id1,1221, 1227, 393, 402
