b5,1152, 1572, 384, 896,3500,77, 188, 112,150, 255, 188
b6,1476, 1920, 220, 528,3500,96, 207, 81,141, 255, 113
b1,356, 648, 204, 616,2800,120, 232, 86,138, 255, 112
b2,332, 624, 576, 988,3100,119, 245, 86,137, 255, 118
b3,828, 1124, 156, 524,3100,101, 222, 102,121, 255, 136
b4,792, 1088, 716, 1084,3400,96, 223, 117,120, 255, 160
