m,1545, 1653, 609, 696
b1,1551, 1659, 711, 798
b2,1560, 1668, 507, 594
b3,1236, 1344, 828, 906
b4,1236, 1344, 423, 501
b5,957, 1065, 621, 723
b6,771, 879, 831, 924
b7,747, 855, 435, 528
b8,348, 456, 792, 885
b9,327, 435, 468, 561
b10,273, 381, 609, 732
band1,1098, 1233, 519, 795
band2,1365, 1482, 501, 786
