b9,1240, 1600, 168, 484,9000,74, 195, 54,149, 255, 112
b11,1448, 1688, 476, 736,16000,49, 198, 40,121, 255, 94
b10,1168, 1644, 764, 1040,7500,99, 205, 65,128, 255, 124
b8,772, 1196, 768, 1076,13000,98, 248, 74,120, 255, 135
b7,784, 1224, 152, 352,6500,98, 251, 65,120, 255, 90
