b6,668, 1024, 156, 408,4500,74, 187, 61,144, 255, 135
b7,668, 1024, 780, 1040,4500,81, 189, 55,147, 255, 128
b8,1448, 1724, 212, 472,4500,74, 185, 47,121, 255, 104
b9,1452, 1728, 740, 1000,5000,84, 196, 52,150, 255, 105
b10,1524, 1796, 432, 804,10000,82, 198, 29,150, 255, 91
