b8,1412, 1696, 176, 436,5000,119, 252, 79,120, 255, 112
b9,1408, 1692, 712, 972,5500,120, 248, 68,120, 255, 92
b6,624, 988, 124, 428,5100,94, 229, 78,137, 255, 110
b7,604, 1008, 788, 1020,3000,99, 231, 90,121, 255, 118
b10,1580, 1756, 460, 748,4150,119, 250, 50,120, 255, 84
