m,488, 716, 552, 728,1150,73, 216, 106,137, 255, 212
b5,1340, 1664, 212, 524,9000,86, 201, 50,142, 255, 105
b6,1308, 1684, 672, 1076,20000,91, 212, 50,148, 255, 105
b4,748, 1052, 800, 996,6000,92, 247, 58,137, 255, 96
b1,448, 700, 308, 564,3300,99, 224, 75,141, 255, 96
b2,424, 676, 692, 948,3850,119, 231, 83,140, 255, 112
b3,816, 1016, 232, 432,2800,96, 231, 72,121, 255, 121
