b1,1545, 1686, 600, 711
b2,1521, 1662, 291, 402
b3,876, 1017, 471, 582
b4,651, 792, 690, 801
b5,627, 768, 282, 378
b6,219, 360, 672, 768
b7,228, 369, 345, 441
g1,516, 618, 771, 852
g2,489, 609, 237, 318
