b1,1482, 1608, 615, 726
b2,1476, 1584, 405, 510
b3,1161, 1326, 702, 810
b4,1155, 1290, 339, 435
b5,900, 1047, 528, 630
b6,675, 801, 729, 834
b7,657, 774, 366, 447
b8,384, 492, 723, 813
b9,378, 486, 417, 510
g1,465, 576, 816, 867
g2,444, 546, 336, 417
hand,1353, 1407, 477, 699
label,1353, 1407, 477, 699
