b1,372, 648, 236, 548,4000,78, 197, 66,147, 255, 147
b2,308, 652, 672, 1056,3750,115, 240, 114,124, 255, 143
b3,1220, 1728, 376, 940,3500,79, 185, 71,152, 255, 152
id1,1760, 1920, 224, 540,3000,80, 203, 69,150, 255, 118
id2,1720, 1920, 864, 1056,3000,89, 193, 45,146, 255, 110
