b1,1488, 1614, 603, 693
b2,1476, 1602, 375, 465
b3,1164, 1290, 696, 786
b4,1152, 1278, 258, 348
b5,699, 825, 684, 774
b6,705, 831, 276, 366
b7,399, 525, 678, 768
b8,420, 546, 312, 402
b9,315, 441, 438, 636
m,1533, 1620, 486, 582
