b1,876, 948, 381, 453
b2,879, 951, 249, 321
b3,699, 771, 426, 498
b4,702, 777, 198, 255
b5,543, 633, 294, 375
b6,384, 459, 426, 492
b7,396, 471, 171, 243
b8,159, 240, 396, 477
b9,153, 243, 186, 255
g1,237, 306, 462, 516
g2,231, 306, 129, 177
